,ID,E_Brent,C_polimero,PPM,Costo_Kw_hr,reg_f,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
13,13,40,2.5,700,244,0,0,22260.3607,0,15195.0182,15195.0182,4.805717892696501,4986.1,0,15034.9583,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.6543,4.6543,2.1397,2.1397,9012.5263,4754.0598,10616.9725,46643.9194,0,9012.5263,4754.0598,7651.3647,36612.969,0
14,14,45,2.5,700,244,0,0,22260.3607,0,18729.7251,18729.7251,5.860718987015752,4986.1,0,15034.9583,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.6543,4.6543,2.1397,2.1397,9012.5263,4754.0598,10616.9725,46643.9194,0,9012.5263,4754.0598,9132.133,41628.4442,0
15,15,50,2.5,700,244,0,0,22260.3607,0,22260.3607,22260.3607,6.915720081335003,4986.1,0,15034.9583,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.6543,4.6543,2.1397,2.1397,9012.5263,4754.0598,10616.9725,46643.9194,0,9012.5263,4754.0598,10616.9725,46643.9194,0
16,16,55,2.5,700,244,0,0,22260.3607,0,25781.9852,25781.9852,7.970721175654258,4986.1,0,15034.9583,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.6543,4.6543,2.1397,2.1397,9012.5263,4754.0598,10616.9725,46643.9194,0,9012.5263,4754.0598,12110.8233,51659.3946,0
17,17,60,2.5,700,244,0,0,22260.3607,0,29298.4293,29298.4293,9.025722269973505,4986.1,0,15034.9583,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.6543,4.6543,2.1397,2.1397,9012.5263,4754.0598,10616.9725,46643.9194,0,9012.5263,4754.0598,13609.8543,56674.8698,0
18,18,20,2.5,700,304,0,0,21967.4567,0,476.2295,476.2295,0.5003859976191338,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,1902.6055,16551.0682,0
19,19,25,2.5,700,304,0,0,21967.4567,0,4137.7199,4137.7199,1.5553870919383848,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,3256.5903,21566.5434,0
20,20,30,2.5,700,304,0,0,21967.4567,0,7744.8081,7744.8081,2.610388186257637,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,4664.9773,26582.0186,0
21,21,35,2.5,700,304,0,0,21967.4567,0,11338.1504,11338.1504,3.6653892805768877,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,6087.1102,31597.4938,0
22,22,40,2.5,700,304,0,0,21967.4567,0,14894.2466,14894.2466,4.720390374896139,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,7546.4892,36612.969,0
23,23,45,2.5,700,304,0,0,21967.4567,0,18436.821,18436.821,5.775391469215388,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,9019.39,41628.4442,0
24,24,50,2.5,700,304,0,0,21967.4567,0,21967.4567,21967.4567,6.830392563534642,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,10504.2296,46643.9194,0
25,25,55,2.5,700,304,0,0,21967.4567,0,25494.8533,25494.8533,7.885393657853895,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,11992.3082,51659.3946,0
26,26,60,2.5,700,304,0,0,21967.4567,0,29011.2974,29011.2974,8.940394752173145,4986.1,0,15522.9666,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,4.8637,4.8637,2.1397,2.1397,9418.1733,4754.0598,10504.2296,46643.9194,0,9418.1733,4754.0598,13491.3392,56674.8698,0
27,27,20,2.5,700,364,0,0,21674.5526,0,149.377,149.377,0.4150584798187713,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,1823.811,16551.0682,0
28,28,25,2.5,700,364,0,0,21674.5526,0,3818.7469,3818.7469,1.4700595741380225,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,3169.9163,21566.5434,0
29,29,30,2.5,700,364,0,0,21674.5526,0,7434.5025,7434.5025,2.5250606684572747,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,4569.636,26582.0186,0
30,30,35,2.5,700,364,0,0,21674.5526,0,11028.375,11028.375,3.580061762776525,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,5991.2387,31597.4938,0
31,31,40,2.5,700,364,0,0,21674.5526,0,14593.4751,14593.4751,4.635062857095776,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,7441.6137,36612.969,0
32,32,45,2.5,700,364,0,0,21674.5526,0,18143.917,18143.917,5.690063951415027,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,8906.647,41628.4442,0
33,33,50,2.5,700,364,0,0,21674.5526,0,21674.5526,21674.5526,6.745065045734278,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,10391.4866,46643.9194,0
34,34,55,2.5,700,364,0,0,21674.5526,0,25205.1883,25205.1883,7.800066140053532,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,11876.3262,51659.3946,0
35,35,60,2.5,700,364,0,0,21674.5526,0,28724.1655,28724.1655,8.855067234372783,4986.1,0,16010.9749,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.0732,5.0732,2.1397,2.1397,9823.8203,4754.0598,10391.4866,46643.9194,0,9823.8203,4754.0598,13372.8242,56674.8698,0
36,36,20,2.5,700,424,0,0,21381.6486,0,-177.4755,-177.4755,0.32973096201840835,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,1745.0165,16551.0682,0
37,37,25,2.5,700,424,0,0,21381.6486,0,3499.7738,3499.7738,1.3847320563376593,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,3083.2424,21566.5434,0
38,38,30,2.5,700,424,0,0,21381.6486,0,7124.1968,7124.1968,2.4397331506569113,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,4474.2946,26582.0186,0
39,39,35,2.5,700,424,0,0,21381.6486,0,10718.0693,10718.0693,3.4947342449761627,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,5895.8973,31597.4938,0
40,40,40,2.5,700,424,0,0,21381.6486,0,14292.7036,14292.7036,4.549735339295414,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,7336.7382,36612.969,0
41,41,45,2.5,700,424,0,0,21381.6486,0,17848.7998,17848.7998,5.604736433614663,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,8796.1172,41628.4442,0
42,42,50,2.5,700,424,0,0,21381.6486,0,21381.6486,21381.6486,6.659737527933917,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,10278.7436,46643.9194,0
43,43,55,2.5,700,424,0,0,21381.6486,0,24912.2842,24912.2842,7.7147386222531695,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,11763.5832,51659.3946,0
44,44,60,2.5,700,424,0,0,21381.6486,0,28437.0335,28437.0335,8.76973971657242,4986.1,0,16498.9832,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2826,5.2826,2.1397,2.1397,10229.4674,4754.0598,10278.7436,46643.9194,0,10229.4674,4754.0598,13254.3091,56674.8698,0
45,45,20,2.5,700,484,0,0,21088.7445,0,-510.3276,-510.3276,0.24440344421804586,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,1672.2216,16551.0682,0
46,46,25,2.5,700,484,0,0,21088.7445,0,3180.8008,3180.8008,1.2994045385372965,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,2996.5684,21566.5434,0
47,47,30,2.5,700,484,0,0,21088.7445,0,6813.8911,6813.8911,2.354405632856549,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,4378.9532,26582.0186,0
48,48,35,2.5,700,484,0,0,21088.7445,0,10407.7637,10407.7637,3.4094067271757993,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,5800.5559,31597.4938,0
49,49,40,2.5,700,484,0,0,21088.7445,0,13991.9321,13991.9321,4.464407821495051,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,7231.8627,36612.969,0
50,50,45,2.5,700,484,0,0,21088.7445,0,17548.0283,17548.0283,5.519408915814301,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,8691.2417,41628.4442,0
51,51,50,2.5,700,484,0,0,21088.7445,0,21088.7445,21088.7445,6.574410010133555,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,10166.0007,46643.9194,0
52,52,55,2.5,700,484,0,0,21088.7445,0,24619.3802,24619.3802,7.629411104452806,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,11650.8402,51659.3946,0
53,53,60,2.5,700,484,0,0,21088.7445,0,28149.9016,28149.9016,8.684412198772057,4986.1,0,16986.9914,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.492,5.492,2.1397,2.1397,10635.1144,4754.0598,10166.0007,46643.9194,0,10635.1144,4754.0598,13135.794,56674.8698,0
54,54,20,2.5,1200,184,0,0,21462.8031,0,-86.938,-86.938,0.3533416757076969,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,1766.7243,16551.0682,0
55,55,25,2.5,1200,184,0,0,21462.8031,0,3588.1406,3588.1406,1.4083427700269482,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,3107.1209,21566.5434,0
56,56,30,2.5,1200,184,0,0,21462.8031,0,7210.1757,7210.1757,2.4633438643462005,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,4500.561,26582.0186,0
57,57,35,2.5,1200,184,0,0,21462.8031,0,10804.0482,10804.0482,3.5183449586654514,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,5922.1637,31597.4938,0
58,58,40,2.5,1200,184,0,0,21462.8031,0,14376.0559,14376.0559,4.573346052984703,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,7365.6313,36612.969,0
59,59,45,2.5,1200,184,0,0,21462.8031,0,17932.1521,17932.1521,5.628347147303952,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,8825.0103,41628.4442,0
60,60,50,2.5,1200,184,0,0,21462.8031,0,21462.8031,21462.8031,6.683348241623205,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,10309.8344,46643.9194,0
61,61,55,2.5,1200,184,0,0,21462.8031,0,24993.4388,24993.4388,7.738349335942457,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,11794.674,51659.3946,0
62,62,60,2.5,1200,184,0,0,21462.8031,0,28516.5416,28516.5416,8.79335043026171,4986.1,0,16364.5374,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.2249,5.2249,2.1397,2.1397,10117.222,4754.0598,10309.8344,46643.9194,0,10117.222,4754.0598,13287.0463,56674.8698,0
63,63,20,2.5,1200,244,0,0,21169.8991,0,-417.8166,-417.8166,0.26801415790733524,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,1691.9559,16551.0682,0
64,64,25,2.5,1200,244,0,0,21169.8991,0,3269.1675,3269.1675,1.3230152522265857,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,3020.447,21566.5434,0
65,65,30,2.5,1200,244,0,0,21169.8991,0,6899.87,6899.87,2.378016346545838,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,4405.2197,26582.0186,0
66,66,35,2.5,1200,244,0,0,21169.8991,0,10493.7425,10493.7425,3.4330174408650884,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,5826.8224,31597.4938,0
67,67,40,2.5,1200,244,0,0,21169.8991,0,14075.2843,14075.2843,4.488018535184341,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,7260.7558,36612.969,0
68,68,45,2.5,1200,244,0,0,21169.8991,0,17631.3805,17631.3805,5.54301962950359,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,8720.1348,41628.4442,0
69,69,50,2.5,1200,244,0,0,21169.8991,0,21169.8991,21169.8991,6.5980207238228425,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,10197.0914,46643.9194,0
70,70,55,2.5,1200,244,0,0,21169.8991,0,24700.5347,24700.5347,7.653021818142096,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,11681.931,51659.3946,0
71,71,60,2.5,1200,244,0,0,21169.8991,0,28229.4097,28229.4097,8.708022912461347,4986.1,0,16852.5457,0.0,2.1438814248022062,2.1438814248022062,0.0,2.1438814248022062,2.1438814248022062,2046.0,2046.0,5.4343,5.4343,2.1397,2.1397,10522.869,4754.0598,10197.0914,46643.9194,0,10522.869,4754.0598,13168.5312,56674.8698,0
